"X","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region","trial_type"
11,"NCT02586402","2015-10-23","2015-10-23",NA,"Interventional","Phase 2",60,"Unknown status","A Phase 2, Randomized, Active-controlled, Open-label, Multi-center Study of the Safety and Efficacy of Pegolsihematide for the Correction of Anemia in Patients With CRF Undergoing Dialysis and Previously Treated With ESAs","Safety & Efficacy of Pegolsihematide for Treatment of Anemia in Participants on Dialysis","2015-10-01","2016-08-01","2016-08-01",FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","China","LMIC","maternal health"
12,"NCT02693483","2016-02-25","2016-02-15",NA,"Interventional","Phase 4",306,"Unknown status","Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis","Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis","2015-04-01","2016-10-01","2016-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
13,"NCT02811367","2016-10-14","2016-06-20",NA,"Interventional","Not Applicable",117,"Completed","The HPV Self-test as a Test of Cure in the Follow-up of HPV-positive Women in Madagascar","The HPV Self-test as a Test of Cure in Madagascar","2016-06-01","2016-09-01","2016-09-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Madagascar","LMIC","maternal health"
14,"NCT02812914","2017-10-25","2016-06-03",NA,"Interventional","Not Applicable",50,"Completed","NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health","NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health","2016-04-01","2017-06-19","2017-06-19",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Guatemala","LMIC","maternal health"
15,"NCT02532504","2017-01-13","2015-08-15",NA,"Interventional","Phase 2",36,"Completed","Change Your Life With Seven Sheets of Paper: A Pilot Randomized Controlled Trial for Postnatal Depression: A Pilot Randomized Controlled Trial for Postnatal Depression","Change Your Life With Seven Sheets of Paper","2015-08-01","2016-03-01","2016-03-01",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Pakistan","LMIC","maternal health"
16,"NCT03759353","2018-11-28","2018-11-28",NA,"Interventional","Phase 2",98,"Completed","A Comparative Study Between Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy","Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy","2018-01-15","2018-11-20","2018-10-30",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
17,"NCT02743572","2018-03-06","2016-03-31",NA,"Interventional","Not Applicable",129,"Completed","Efficacy and Safety of Parenteral Nutrition With Iron Sucrose for Anemia in Preterm Infants: a Randomized, Double-blind Controlled Study","Iron-fortified Parenteral Nutrition in the Prevention and Treatment of Anemia in Premature Infants","2015-09-01","2017-05-01","2017-05-01",FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
18,"NCT02845284","2019-05-15","2016-07-20",NA,"Interventional","Not Applicable",486,"Completed","Enhanced HIV/Sexually Transmitted Infections and Pregnancy Prevention Study to Improve Adolescent Reproductive Health Services in Uganda","'HI-4-TU' Study: Health Improvement for Teen Ugandans Study","2016-03-30","2017-12-30","2017-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Uganda","LMIC","maternal health"
19,"NCT04043533","2019-08-01","2019-07-29",NA,"Interventional","Not Applicable",80,"Completed","The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women: A Randomized Control Trial","The Effect of an Exercise Program in Reducing the Severity of Postpartum Depression in Women","2017-09-01","2018-06-15","2018-02-15",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Turkey","LMIC","maternal health"
20,"NCT02972151","2016-11-21","2016-11-17",NA,"Interventional","Phase 2",175,"Unknown status","Clinical Promotion Research of Complex Treatment With TCM to Diagnosis and Treatment on Different Syndrome Types of Pelvic Inflammatory Disease Sequelae","Clinical Research of TCM on Pelvic Inflammatory Disease Sequelae","2016-11-01","2018-12-01","2018-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
21,"NCT00746551","2015-02-11","2008-09-02","2015-01-15","Interventional","Phase 4",80,"Completed","Low Dose Intravenous Versus Oral Iron for Iron Deficiency Anemia Starting Late in Pregnancy: A Randomized Controlled Trial","Intravenous Versus Oral Iron in Late Pregnancy: Results of Treatment","2008-09-01","2010-04-01","2010-03-01",TRUE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Thailand","LMIC","maternal health"
22,"NCT03715218","2018-10-19","2018-10-19",NA,"Interventional","Not Applicable",160,"Completed","Indian Postpartum Care: A-randomised Trial to Improve Maternal Health Six Weeks After Birth","Impact of Mothers Touch Program to Improve Maternal Health After Birth","2018-01-21","2018-08-12","2018-05-15",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC","maternal health"
23,"NCT02858505","2016-08-03","2016-08-02",NA,"Interventional","Phase 2",120,"Completed",NA,"Impact of One Versus Two Amino Acid Chelated Iron Capsules on Prevention of Iron Deficiency Anemia in Non-anemic Women With Twin Gestations","2015-08-01","2016-07-01","2016-07-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
24,"NCT03336541","2021-12-10","2017-11-06",NA,"Interventional","Phase 4",64,"Completed","Effects of Intraoperative Low-dose Ketamine on Incidence of Postpartum Depression in Parturients With Prenatal Depression Undergoing Cesarean Delivery: Blind Test, Randomized, Placebo-controlled Trial","Low-dose Ketamine and Postpartum Depression in Parturients With Prenatal Depression","2017-11-23","2018-06-25","2018-05-14",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
25,"NCT03456258","2018-02-28","2018-02-23",NA,"Interventional","Not Applicable",100,"Completed","Lactoferrin Versus Ferrous Sulphate for the Treatment of Iron Deficiency Anemia During Pregnancy,a Randomized Clinical Trial","Lactoferrin Versus Ferrous Sulphate for the Treatment of Iron Deficiency Anemia During Pregnancy","2017-09-05","2018-01-15","2017-12-10",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
26,"NCT02366325","2015-02-12","2015-02-12",NA,"Interventional","Phase 2",60,"Unknown status","A Phase 2, Open-Label, Multi-Center , Dose-Finding Study of the Safety and Efficacy of Pegol-Sihematide (EPO-018B) for the Treatment of Anemia in Patients With End-Stage Renal Disease Receiving Maintenance Hemodialysis (HD)","Safety & Efficacy of EPO-018B for the Treatment of Anemia in Participants With ERSD Receiving Maintenance Hemodialysis","2014-07-01","2015-12-01","2015-12-01",FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","China","LMIC","maternal health"
27,"NCT02346227","2018-10-11","2014-11-08",NA,"Interventional","Phase 3",327,"Completed","Efficiency of AV2 Antiviral Drug in the Treatment of Human Papillomavirus-associated Precancerous Lesions of the Uterine Cervix: a Randomized Clinical Trial in Kinshasa, Democratic Republic of the Congo","Impact of AV2 Antiviral Drug on the Treatment of HPV-associated Lesions of the Uterine Cervix","2015-01-01","2018-08-01","2018-08-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Congo, The Democratic Republic of the","LMIC","maternal health"
28,"NCT00922610","2016-11-01","2009-06-16",NA,"Interventional","Phase 4",28,"Completed","An Open-label Study of the Effect of Mircera on Hemoglobin Levels in Filipino Chronic Kidney Disease Patients","A Study of Mircera in Renal Anemia Among Filipino Chronic Kidney Disease Patients","2009-02-01","2010-07-01","2010-07-01",FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Philippines","LMIC","maternal health"
29,"NCT03202615","2018-07-05","2015-12-06",NA,"Interventional","Phase 4",130,"Unknown status","Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy: A Randomized Controlled Trial","Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy","2015-09-01","2018-10-01","2018-08-01",FALSE,"Randomized","Double","INDIV",FALSE,"Monocentric","Egypt","LMIC","maternal health"
30,"NCT02186145","2015-04-08","2014-07-07",NA,"Interventional","Phase 3",160,"Unknown status","Single Blind Randomized Study of Efficacy and Safety of Vaginal Cream With Association of Metronidazole, Nystatin and Dexamethasone in the Treatment of Bacterial and Fungal Vaginal Infections","Efficacy and Safety Study of Metronidazole, Nystatin and Dexamethasone Combination Therapy in Bacterial and Fungal Vaginal Infections","2016-01-01","2017-01-01","2017-01-01",FALSE,"Randomized","Single","INDUSTRY",FALSE,"Monocentric","Brazil","LMIC","maternal health"
31,"NCT01115478","2015-04-22","2010-04-30",NA,"Interventional","Not Applicable",2500,"Completed","Malaria in Pregnancy: Nutrition and Immunologic Effects","Malaria in Pregnancy: Nutrition and Immunologic Effects","2010-07-01","2014-06-01","2014-06-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Tanzania","LMIC","maternal health"
32,"NCT01337791","2011-04-18","2011-04-15",NA,"Interventional","Phase 4",88,"Completed",NA,"Efficacy, Safety and Tolerability of Telbivudine in HBeAg Positive Chronic Hepatitis B Pregnant Women With Elevated Alanine Aminotransferase Levels","2008-08-01","2009-12-01","2009-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
33,"NCT02094703","2014-03-19","2014-03-10",NA,"Interventional","Phase 4",126,"Unknown status","The Efficacy of Solifenacin Succinate as Adjuvant Therapy for Symptomatic Non-complicated Urinary Tract Infection in Females","The Efficacy of Solifenacin Succinate as Adjuvant Therapy for Urinary Tract Infection in Females","2013-04-01","2014-12-01","2014-11-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Indonesia","LMIC","maternal health"
34,"NCT03345875","2018-08-08","2017-10-26",NA,"Interventional","Not Applicable",1022,"Completed","Feasibility and Acceptability of HPV Self-Collection Cervical Cancer Screening and Treatment in Clinics and the Community in Botswana","Feasibility and Acceptability of HPV Self-Collection Cervical Cancer Screening and Treatment in Botswana","2017-10-16","2018-06-30","2018-06-30",FALSE,NA,"None (Open Label)","OTHER",TRUE,"Multicentric Local","Botswana","LMIC","maternal health"
35,"NCT01813682","2013-03-20","2013-03-12",NA,"Interventional","Not Applicable",118,"Unknown status","Effect of Iron-fortified TPN on Preterm Infants Anemia","Effect of Iron-fortified TPN on Preterm Infants Anemia","2012-09-01","2014-06-01","2013-12-01",FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
36,"NCT01695759","2018-08-17","2012-09-26",NA,"Interventional","Phase 3",92,"Terminated","Evaluation of Clinical Efficacy and Immunogenicity of Drug Eritromax® at Blau Farmacêutica S.A. Compared to Eprex®, Produced by Janssen-Cilag Laboratory in Participants With Secondary Anemia to Chronic Kidney Disease.","Clinical Efficacy of Two Erythropoietin Drug in Participants With Secondary Anemia to Chronic Kidney Disease.","2013-12-01","2018-01-01","2014-12-01",FALSE,"Randomized","Single","INDUSTRY",TRUE,"Multicentric Local","Brazil","LMIC","maternal health"
37,"NCT01039051","2009-12-23","2009-12-22",NA,"Interventional","Phase 2/Phase 3",1600,"Unknown status","Randomized Controlled Trials of Diet and Lifestyle Intervention to Promote Chinese Postpartum Women's Health","Diet and Lifestyle Intervention Study in Postpartum Women in China","2009-06-01","2010-06-01","2009-12-01",FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","China","LMIC","maternal health"
38,"NCT02562508","2018-08-15","2015-09-14",NA,"Interventional","Phase 3",979,"Completed","Immunogenicity and Safety Study of a Bivalent Human Papillomavirus (Type 16, 18) Recombinant Vaccine (E.Coli) in Healthy Female Subjects Aged 9 to 17 Years","A Bridging Study of a Recombinant Human Papillomavirus 16/18 Bivalent Vaccine in Preadolescent Girls","2015-12-05","2016-08-12","2016-08-12",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
39,"NCT02590224","2018-03-17","2015-10-27",NA,"Interventional","Phase 4",200,"Completed","Ferrous Bis-glycinate Versus Ferrous Glycine Sulfate for the Treatment of Iron Deficiency Anemia During Pregnancy","The Effect of Iron Deficiency Anemia During Pregnancy","2016-01-01","2017-12-01","2017-07-01",FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
40,"NCT03122938","2017-04-20","2016-08-20",NA,"Interventional","Not Applicable",120,"Unknown status","Effect of Daily Bovine Lactoferrin Supplementation on Fetal Development and Iron Metabolism in Healthy Pregnant Women: A Randomized Double-blind Controlled Trial","Lactoferrin Supplementation and Iron Metabolism in Healthy Pregnant Women","2016-04-01","2017-05-01","2017-04-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
41,"NCT02444975","2016-09-05","2015-04-29",NA,"Interventional","Not Applicable",140,"Completed","The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST","The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST","2013-12-01","2016-07-01","2016-07-01",FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","Bulgaria","LMIC","maternal health"
42,"NCT03279536","2020-10-23","2017-08-30",NA,"Interventional","Phase 1/Phase 2",99,"Completed","Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing","Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing","2017-11-01","2018-12-30","2018-12-30",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Egypt","LMIC","maternal health"
43,"NCT04959578","2021-07-10","2021-07-03",NA,"Interventional","Phase 4",50,"Completed","Comparison of Darbepoetin Alpha and Recombinant Human Erythropoietin as Erythropoietic Agents for Treatment of Anemia in Pediatric Chronic Kidney Disease Patients","Comparison of Darbepoetin Alpha and Recombinant Human Erythropoietin for Treatment of Anemia in Children With Chronic Kidney Disease","2018-02-01","2019-01-31","2019-01-31",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","India","LMIC","maternal health"
44,"NCT03391440","2017-12-29","2017-11-28",NA,"Interventional","Phase 4",469,"Unknown status","An Open-Lable Multicenter Prospective Non-Randomized Trial to Assess the Efficacy and Safety of Morinidazole With Levofloxacin and Sequential of Levofloxacin in Women With Pelvic Inflammatory Disease","A Trial to Assess the Efficacy and Safety of Morinidazole in Women With Pelvic Inflammatory Disease","2016-09-01","2018-12-01","2018-12-01",FALSE,NA,"None (Open Label)","INDUSTRY",FALSE,"Monocentric","China","LMIC","maternal health"
45,"NCT03196726","2019-03-29","2017-06-20",NA,"Interventional","Not Applicable",54,"Completed","POSTNATAL DEPRESSION: Malaysia ASPIRE* Project PHASE 2","Behavioural Interventions for Postnatal Depression: a RCT Study","2017-03-02","2018-12-31","2018-10-30",FALSE,"Randomized","Double","OTHER_GOV",TRUE,"Multicentric Local","Malaysia","LMIC","maternal health"
46,"NCT02959125","2017-10-22","2016-08-27",NA,"Interventional","Not Applicable",72,"Unknown status","NutFish and Nutrient Supplementation in Pregnancy Class to Improve Maternal and Birth Outcomes","NutFish and Nutrient Supplementation in Pregnancy Class to Improve Maternal and Birth Outcomes","2016-12-12","2017-12-20","2017-10-30",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Indonesia","LMIC","maternal health"
47,"NCT01977326","2016-10-27","2013-10-24",NA,"Interventional","Not Applicable",4205,"Completed","The Effectiveness and Cost-effectiveness of a Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa","Task Sharing Counseling Intervention by Community Health Workers for Prenatal Depression in South Africa","2013-10-01","2016-06-01","2016-06-01",FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","maternal health"
48,"NCT02652819","2017-08-23","2015-12-31",NA,"Interventional","Phase 3",154,"Completed","A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of Efficacy and Safety of FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease Not on Dialysis","FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease Not on Dialysis","2015-12-01","2017-06-13","2017-01-24",FALSE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","maternal health"
49,"NCT03392298","2018-01-11","2018-01-02",NA,"Interventional","Phase 4",70,"Unknown status","Investigation of Signal Pathway Induced by Colla Corri Asini Regulating Globin Level in Beta Thalassemia Patients With Pregnancy Anemia","Study on the Mechanism of Colla Corri Asini in the Treatment of Thalassemia Patients With Pregnancy Anemia","2017-12-01","2019-02-28","2018-12-31",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","China","LMIC","maternal health"
50,"NCT01119612","2015-04-22","2010-04-30",NA,"Interventional","Not Applicable",1500,"Completed","Prenatal Iron Supplements: Safety and Efficacy in Tanzania","Prenatal Iron Supplements: Safety and Efficacy in Tanzania","2010-09-01","2013-05-01","2013-03-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Tanzania","LMIC","maternal health"
51,"NCT01478620","2019-02-05","2011-11-21","2014-08-27","Interventional","Phase 3",125,"Completed","An Open-label, Non-randomized, Multicenter, Interventional Study to Investigate the Safety and Efficacy of Canephron® N in the Management of Uncomplicated Urinary Tract Infections (uUTI)","Safety and Efficacy of Canephron® N in the Management of Uncomplicated Urinary Tract Infections (uUTI)","2011-10-01","2012-08-01","2012-05-01",TRUE,NA,"None (Open Label)","INDUSTRY",FALSE,"Monocentric","Ukraine","LMIC","maternal health"
52,"NCT02304770","2019-06-11","2014-11-23",NA,"Interventional","Phase 2",73,"Completed","A Pilot Study of Aminolaevulinic Acid (ALA) Photodynamic Therapy (PDT) in Patients With Cervical Persistent High Risk HPV Infection or Cervical Intraepithelial Neoplasia","Aminolaevulinic Acid Photodynamic Therapy of Cervical Persistent HPV Infection and Cervical Neoplasia","2015-01-01","2017-01-01","2017-01-01",FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","maternal health"
53,"NCT01309516","2015-09-19","2011-01-22",NA,"Interventional","Phase 2",107,"Completed","Efficacy of Learning Through Play Plus Intervention to Reduce Maternal Depression for Women With Under-nourished Children: A Randomized Controlled Trial From Pakistan","Randomised Control Trial of a Complex Intervention for Postnatal Depression","2009-05-01","2011-05-01","2010-12-01",FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","Pakistan","LMIC","maternal health"
54,"NCT00970866","2022-02-23","2009-09-01",NA,"Interventional","Not Applicable",3499,"Completed","Efficacy of Lipid-based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants","Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants","2009-11-01","2017-12-15","2017-12-15",FALSE,"Randomized","Triple","OTHER",TRUE,"Multicentric Local","Ghana","LMIC","maternal health"
55,"NCT01136850","2013-04-20","2010-04-06",NA,"Interventional","Phase 3",2793,"Completed","Intermittent Preventive Treatment With Azithromycin-containing Regimens for the Prevention of Malarial Infections and Anaemia and the Control of Sexually Transmitted Infections in Pregnant Women in Papua New Guinea","Intermittent Preventive Treatment With Azithromycin-containing Regimens in Pregnant Women in Papua New Guinea","2009-11-01","2013-01-01","2012-12-01",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Papua New Guinea","LMIC","maternal health"
56,"NCT01519947","2019-06-17","2012-01-18","2017-09-08","Interventional","Phase 4",87,"Completed","Comparative Study to Evaluate the Effect of the Altitude on Dosage Requirements of Methoxy Polyethylene Glycol-Epoetin Beta to Correct Hemoglobin Levels in Chronic Renal Anemia in Pre-Dialysis and Dialysis Patients","A Study of The Effect of Altitude on Mircera (Methoxy Polyethylene Glycol-Epoetin Beta) Dose Requirements in Participants With Chronic Renal Anemia in Pre-Dialysis or Dialysis","2012-05-30","2015-05-30","2015-05-30",TRUE,"Non-Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Mexico","LMIC","maternal health"
57,"NCT01795131","2014-04-02","2013-02-09",NA,"Interventional","Phase 2/Phase 3",120,"Completed","Role of Vitamin B12 Supplementation During Pregnancy and Postpartum to Reduce Nutritional Anemia and Improve Immunity in Bangladeshi Women and Their Infants","Vitamin B12 Supplementation During Pregnancy","2010-02-01","2013-12-01","2012-06-01",FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","Bangladesh","LMIC","maternal health"
58,"NCT02652806","2017-08-23","2015-12-31",NA,"Interventional","Phase 3",305,"Completed","A Phase 3, Randomized, Open-Label, Active-Controlled Study of Efficacy and Safety of FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease on Dialysis","FG-4592 for Treatment of Anemia in Subjects With Chronic Kidney Disease","2015-12-01","2017-06-14","2017-01-24",FALSE,"Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","maternal health"
59,"NCT02527941","2016-02-09","2015-08-14",NA,"Interventional","Phase 1",50,"Completed","Effect of Bacterial Vaginosis and Its Treatment on HIV Susceptibility and Female Genital Immunology","Effect of Bacterial Vaginosis on HIV Susceptibility and Female Genital Immunology","2015-08-01","2015-11-01","2015-11-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Kenya","LMIC","maternal health"
60,"NCT02148965","2021-09-27","2014-05-22",NA,"Interventional","Not Applicable",639,"Completed","Effects of Exercise During Pregnancy on Maternal and Child Health: a Randomized Clinical Trial","Effects of Exercise During Pregnancy on Maternal and Child Health: a Randomized Clinical Trial","2014-09-01","2016-09-01","2016-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Brazil","LMIC","maternal health"
61,"NCT02439632","2015-07-15","2014-06-04",NA,"Interventional","Phase 3",216,"Completed","A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control","A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control","2014-02-01","2015-07-01","2015-03-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","China","LMIC","maternal health"
